Usage_ID,Report_Name,Viewer_Role,Workspace,View_Date,Views
15201,Institutional Benchmark,Faculty Analyst,Certified,2024-11-09,5
15202,Executive Enrolment Dashboard,Student Services,Certified,2024-12-12,3
15203,Student Success & Risk,Executive,Executive,2024-11-05,4
15204,Executive Enrolment Dashboard,Planning Office,Certified,2024-01-09,3
15205,Executive Enrolment Dashboard,Executive,Certified,2024-11-02,3
15206,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-05-17,4
15207,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-02-18,1
15208,Institutional Benchmark,Dean,Executive,2024-06-06,4
15209,Access & Equity,Executive,Certified,2024-09-21,8
15210,Executive Enrolment Dashboard,Executive,Certified,2024-06-22,2
15211,Faculty Performance,Faculty Analyst,Certified,2024-10-08,5
15212,Student Success & Risk,Executive,Executive,2024-07-10,6
15213,Student Success & Risk,Student Services,Executive,2024-06-10,4
15214,Student Success & Risk,Faculty Analyst,Self-Service,2024-08-14,3
15215,Student Success & Risk,Dean,Certified,2024-05-07,4
15216,Student Success & Risk,Dean,Executive,2024-01-27,1
15217,Executive Enrolment Dashboard,Dean,Executive,2024-03-24,2
15218,Access & Equity,Executive,Certified,2024-08-03,3
15219,Faculty Performance,Faculty Analyst,Self-Service,2024-06-17,4
15220,Institutional Benchmark,Dean,Executive,2024-03-23,2
15221,Faculty Performance,Faculty Analyst,Certified,2024-01-18,3
15222,Institutional Benchmark,Executive,Certified,2024-11-01,3
15223,Institutional Benchmark,Student Services,Executive,2024-10-25,5
15224,Faculty Performance,Student Services,Certified,2024-02-10,7
15225,Executive Enrolment Dashboard,Student Services,Executive,2024-12-25,2
15226,Student Success & Risk,Executive,Self-Service,2024-01-18,2
15227,Executive Enrolment Dashboard,Dean,Certified,2024-07-07,3
15228,Student Success & Risk,Executive,Certified,2024-07-18,3
15229,Access & Equity,Faculty Analyst,Self-Service,2024-12-21,2
15230,Institutional Benchmark,Student Services,Certified,2024-02-22,4
15231,Faculty Performance,Faculty Analyst,Certified,2024-03-20,5
15232,Access & Equity,Executive,Certified,2024-11-04,9
15233,Student Success & Risk,Planning Office,Self-Service,2024-09-25,7
15234,Executive Enrolment Dashboard,Planning Office,Executive,2024-10-08,2
15235,Faculty Performance,Executive,Self-Service,2024-04-21,6
15236,Institutional Benchmark,Dean,Self-Service,2024-03-30,3
15237,Access & Equity,Faculty Analyst,Certified,2024-09-03,3
15238,Institutional Benchmark,Executive,Self-Service,2024-02-25,4
15239,Student Success & Risk,Executive,Certified,2024-12-06,4
15240,Institutional Benchmark,Planning Office,Self-Service,2024-07-07,2
15241,Executive Enrolment Dashboard,Student Services,Executive,2024-05-28,3
15242,Access & Equity,Student Services,Self-Service,2024-09-20,3
15243,Access & Equity,Dean,Executive,2024-08-12,1
15244,Executive Enrolment Dashboard,Dean,Self-Service,2024-07-10,3
15245,Institutional Benchmark,Dean,Certified,2024-11-23,3
15246,Executive Enrolment Dashboard,Planning Office,Certified,2024-03-10,3
15247,Faculty Performance,Executive,Executive,2024-01-06,3
15248,Executive Enrolment Dashboard,Dean,Executive,2024-01-22,5
15249,Institutional Benchmark,Planning Office,Certified,2024-06-22,4
15250,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-04-04,1
15251,Student Success & Risk,Executive,Certified,2024-07-07,2
15252,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-11-13,4
15253,Executive Enrolment Dashboard,Student Services,Executive,2024-03-09,5
15254,Institutional Benchmark,Student Services,Executive,2024-03-26,4
15255,Faculty Performance,Executive,Certified,2024-02-26,3
15256,Faculty Performance,Dean,Certified,2024-04-21,2
15257,Institutional Benchmark,Executive,Self-Service,2024-06-01,4
15258,Institutional Benchmark,Dean,Certified,2024-11-24,7
15259,Institutional Benchmark,Student Services,Certified,2024-06-01,6
15260,Student Success & Risk,Executive,Certified,2024-04-02,3
15261,Access & Equity,Executive,Certified,2024-06-09,3
15262,Executive Enrolment Dashboard,Dean,Self-Service,2024-12-28,7
15263,Institutional Benchmark,Student Services,Certified,2024-01-08,4
15264,Institutional Benchmark,Student Services,Certified,2024-12-25,2
15265,Institutional Benchmark,Dean,Executive,2024-04-29,3
15266,Faculty Performance,Dean,Executive,2024-05-20,7
15267,Institutional Benchmark,Dean,Certified,2024-11-12,4
15268,Executive Enrolment Dashboard,Student Services,Certified,2024-08-27,4
15269,Institutional Benchmark,Student Services,Self-Service,2024-04-26,6
15270,Executive Enrolment Dashboard,Executive,Certified,2024-04-23,5
15271,Student Success & Risk,Student Services,Certified,2024-12-26,7
15272,Access & Equity,Faculty Analyst,Certified,2024-01-27,5
15273,Faculty Performance,Faculty Analyst,Executive,2024-11-05,3
15274,Executive Enrolment Dashboard,Dean,Executive,2024-10-15,1
15275,Student Success & Risk,Dean,Self-Service,2024-08-10,4
15276,Access & Equity,Dean,Self-Service,2024-06-04,6
15277,Access & Equity,Executive,Self-Service,2024-07-31,4
15278,Access & Equity,Faculty Analyst,Certified,2024-06-28,4
15279,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-10-11,4
15280,Student Success & Risk,Student Services,Self-Service,2024-04-02,4
15281,Institutional Benchmark,Faculty Analyst,Self-Service,2024-07-07,3
15282,Student Success & Risk,Student Services,Certified,2024-08-31,3
15283,Student Success & Risk,Executive,Certified,2024-11-24,6
15284,Student Success & Risk,Dean,Executive,2024-11-12,5
15285,Executive Enrolment Dashboard,Dean,Certified,2024-05-29,3
15286,Executive Enrolment Dashboard,Student Services,Certified,2024-07-18,7
15287,Executive Enrolment Dashboard,Planning Office,Certified,2024-11-08,4
15288,Student Success & Risk,Student Services,Certified,2024-02-14,4
15289,Executive Enrolment Dashboard,Executive,Certified,2024-03-21,1
15290,Access & Equity,Faculty Analyst,Certified,2024-08-02,5
15291,Executive Enrolment Dashboard,Student Services,Self-Service,2024-08-18,3
15292,Faculty Performance,Executive,Certified,2024-01-30,5
15293,Executive Enrolment Dashboard,Dean,Self-Service,2024-05-21,3
15294,Executive Enrolment Dashboard,Planning Office,Certified,2024-08-04,2
15295,Executive Enrolment Dashboard,Planning Office,Certified,2024-12-01,5
15296,Executive Enrolment Dashboard,Student Services,Executive,2024-05-25,2
15297,Faculty Performance,Faculty Analyst,Self-Service,2024-06-08,4
15298,Institutional Benchmark,Student Services,Self-Service,2024-12-31,3
15299,Executive Enrolment Dashboard,Planning Office,Certified,2024-06-14,4
15300,Access & Equity,Planning Office,Certified,2024-04-25,3
15301,Faculty Performance,Dean,Self-Service,2024-02-22,4
15302,Institutional Benchmark,Faculty Analyst,Certified,2024-05-22,6
15303,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-10-31,4
15304,Institutional Benchmark,Planning Office,Self-Service,2024-02-02,2
15305,Access & Equity,Planning Office,Self-Service,2024-09-25,4
15306,Faculty Performance,Student Services,Self-Service,2024-07-17,4
15307,Faculty Performance,Student Services,Certified,2024-07-10,3
15308,Institutional Benchmark,Dean,Certified,2024-05-26,10
15309,Executive Enrolment Dashboard,Planning Office,Self-Service,2024-03-25,3
15310,Student Success & Risk,Student Services,Self-Service,2024-02-25,6
15311,Faculty Performance,Dean,Certified,2024-10-19,3
15312,Student Success & Risk,Faculty Analyst,Certified,2024-02-27,4
15313,Faculty Performance,Planning Office,Certified,2024-01-09,2
15314,Executive Enrolment Dashboard,Executive,Self-Service,2024-05-11,3
15315,Executive Enrolment Dashboard,Planning Office,Certified,2024-03-11,6
15316,Faculty Performance,Student Services,Executive,2024-07-09,3
15317,Institutional Benchmark,Planning Office,Certified,2024-04-13,3
15318,Executive Enrolment Dashboard,Executive,Executive,2024-09-03,3
15319,Executive Enrolment Dashboard,Planning Office,Self-Service,2024-11-14,4
15320,Access & Equity,Student Services,Certified,2024-03-01,4
15321,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-09-20,4
15322,Access & Equity,Student Services,Executive,2024-03-30,5
15323,Executive Enrolment Dashboard,Dean,Certified,2024-10-09,3
15324,Executive Enrolment Dashboard,Student Services,Certified,2024-02-14,3
15325,Institutional Benchmark,Dean,Executive,2024-09-26,4
15326,Institutional Benchmark,Planning Office,Certified,2024-12-27,7
15327,Executive Enrolment Dashboard,Dean,Certified,2024-03-12,3
15328,Faculty Performance,Planning Office,Certified,2024-02-21,3
15329,Faculty Performance,Dean,Self-Service,2024-06-29,3
15330,Executive Enrolment Dashboard,Student Services,Certified,2024-11-02,3
15331,Faculty Performance,Executive,Certified,2024-05-09,7
15332,Executive Enrolment Dashboard,Planning Office,Certified,2024-02-17,7
15333,Institutional Benchmark,Dean,Self-Service,2024-07-05,5
15334,Student Success & Risk,Executive,Self-Service,2024-11-18,2
15335,Access & Equity,Dean,Certified,2024-03-20,8
15336,Faculty Performance,Dean,Self-Service,2024-05-16,4
15337,Faculty Performance,Dean,Certified,2024-04-12,4
15338,Institutional Benchmark,Student Services,Self-Service,2024-01-02,8
15339,Faculty Performance,Dean,Executive,2024-03-15,4
15340,Executive Enrolment Dashboard,Executive,Certified,2024-08-08,5
15341,Executive Enrolment Dashboard,Dean,Executive,2024-09-26,4
15342,Student Success & Risk,Faculty Analyst,Self-Service,2024-09-08,4
15343,Student Success & Risk,Planning Office,Certified,2024-11-10,8
15344,Student Success & Risk,Student Services,Self-Service,2024-10-29,6
15345,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-06-12,7
15346,Student Success & Risk,Faculty Analyst,Certified,2024-02-02,4
15347,Student Success & Risk,Executive,Self-Service,2024-12-24,6
15348,Executive Enrolment Dashboard,Executive,Executive,2024-07-09,2
15349,Institutional Benchmark,Student Services,Certified,2024-08-22,5
15350,Faculty Performance,Student Services,Executive,2024-01-18,6
15351,Access & Equity,Planning Office,Executive,2024-08-04,5
15352,Executive Enrolment Dashboard,Dean,Certified,2024-12-22,4
15353,Executive Enrolment Dashboard,Student Services,Executive,2024-01-05,3
15354,Access & Equity,Student Services,Certified,2024-10-14,4
15355,Access & Equity,Dean,Certified,2024-06-25,1
15356,Student Success & Risk,Planning Office,Executive,2024-03-13,5
15357,Access & Equity,Executive,Certified,2024-09-26,2
15358,Faculty Performance,Planning Office,Self-Service,2024-11-15,2
15359,Faculty Performance,Dean,Self-Service,2024-02-01,3
15360,Faculty Performance,Executive,Certified,2024-05-16,3
15361,Faculty Performance,Executive,Self-Service,2024-04-18,6
15362,Faculty Performance,Executive,Certified,2024-10-30,5
15363,Student Success & Risk,Planning Office,Certified,2024-11-03,7
15364,Executive Enrolment Dashboard,Dean,Executive,2024-04-18,6
15365,Access & Equity,Planning Office,Executive,2024-05-16,2
15366,Executive Enrolment Dashboard,Planning Office,Certified,2024-04-17,3
15367,Access & Equity,Faculty Analyst,Certified,2024-02-01,6
15368,Student Success & Risk,Student Services,Certified,2024-12-29,1
15369,Student Success & Risk,Planning Office,Executive,2024-05-17,5
15370,Institutional Benchmark,Faculty Analyst,Certified,2024-04-02,4
15371,Institutional Benchmark,Dean,Certified,2024-08-01,4
15372,Student Success & Risk,Faculty Analyst,Executive,2024-03-09,3
15373,Student Success & Risk,Planning Office,Certified,2024-09-23,4
15374,Access & Equity,Dean,Certified,2024-07-04,3
15375,Student Success & Risk,Faculty Analyst,Certified,2024-10-10,4
15376,Executive Enrolment Dashboard,Planning Office,Executive,2024-12-09,2
15377,Access & Equity,Dean,Certified,2024-06-10,5
15378,Student Success & Risk,Dean,Certified,2024-04-15,4
15379,Access & Equity,Student Services,Executive,2024-10-22,3
15380,Access & Equity,Planning Office,Self-Service,2024-07-10,6
15381,Faculty Performance,Student Services,Certified,2024-05-17,5
15382,Institutional Benchmark,Dean,Self-Service,2024-10-08,8
15383,Access & Equity,Dean,Certified,2024-02-12,4
15384,Access & Equity,Faculty Analyst,Certified,2024-08-20,4
15385,Faculty Performance,Student Services,Certified,2024-11-22,4
15386,Student Success & Risk,Executive,Certified,2024-04-21,1
15387,Access & Equity,Planning Office,Self-Service,2024-11-30,3
15388,Faculty Performance,Student Services,Certified,2024-03-02,2
15389,Executive Enrolment Dashboard,Dean,Certified,2024-12-31,4
15390,Faculty Performance,Faculty Analyst,Certified,2024-08-24,5
15391,Institutional Benchmark,Planning Office,Executive,2024-07-13,4
15392,Institutional Benchmark,Planning Office,Certified,2024-10-27,5
15393,Student Success & Risk,Faculty Analyst,Self-Service,2024-07-07,4
15394,Student Success & Risk,Dean,Certified,2024-08-05,6
15395,Institutional Benchmark,Executive,Self-Service,2024-07-17,2
15396,Institutional Benchmark,Faculty Analyst,Certified,2024-07-20,4
15397,Access & Equity,Executive,Certified,2024-12-15,5
15398,Institutional Benchmark,Student Services,Self-Service,2024-02-16,4
15399,Student Success & Risk,Planning Office,Certified,2024-09-11,7
15400,Institutional Benchmark,Dean,Certified,2024-11-18,3
15401,Student Success & Risk,Executive,Certified,2024-08-17,4
15402,Executive Enrolment Dashboard,Dean,Certified,2024-10-11,10
15403,Institutional Benchmark,Student Services,Self-Service,2024-07-09,4
15404,Student Success & Risk,Executive,Certified,2024-01-25,3
15405,Faculty Performance,Dean,Certified,2024-04-19,8
15406,Access & Equity,Dean,Certified,2024-09-16,5
15407,Student Success & Risk,Student Services,Certified,2024-03-09,2
15408,Institutional Benchmark,Faculty Analyst,Certified,2024-03-03,6
15409,Institutional Benchmark,Student Services,Certified,2024-09-18,1
15410,Executive Enrolment Dashboard,Executive,Certified,2024-12-04,5
15411,Faculty Performance,Executive,Executive,2024-01-18,6
15412,Student Success & Risk,Planning Office,Certified,2024-12-23,6
15413,Faculty Performance,Dean,Executive,2024-02-05,1
15414,Executive Enrolment Dashboard,Executive,Self-Service,2024-11-27,5
15415,Access & Equity,Faculty Analyst,Certified,2024-03-28,3
15416,Faculty Performance,Faculty Analyst,Certified,2024-07-03,5
15417,Executive Enrolment Dashboard,Student Services,Certified,2024-06-06,5
15418,Student Success & Risk,Executive,Self-Service,2024-09-04,8
15419,Access & Equity,Executive,Self-Service,2024-10-21,6
15420,Institutional Benchmark,Planning Office,Self-Service,2024-10-16,2
15421,Executive Enrolment Dashboard,Planning Office,Certified,2024-02-27,4
15422,Institutional Benchmark,Planning Office,Certified,2024-07-30,3
15423,Access & Equity,Executive,Self-Service,2024-12-21,8
15424,Executive Enrolment Dashboard,Student Services,Certified,2024-08-02,3
15425,Executive Enrolment Dashboard,Student Services,Executive,2024-10-16,4
15426,Access & Equity,Student Services,Certified,2024-12-23,4
15427,Student Success & Risk,Student Services,Certified,2024-05-15,3
15428,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-10-25,6
15429,Access & Equity,Executive,Self-Service,2024-11-14,4
15430,Faculty Performance,Dean,Self-Service,2024-09-11,3
15431,Institutional Benchmark,Executive,Certified,2024-07-08,8
15432,Executive Enrolment Dashboard,Student Services,Executive,2024-12-15,4
15433,Faculty Performance,Faculty Analyst,Executive,2024-04-20,3
15434,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-10-02,3
15435,Student Success & Risk,Executive,Certified,2024-06-28,1
15436,Access & Equity,Dean,Self-Service,2024-03-24,5
15437,Executive Enrolment Dashboard,Student Services,Executive,2024-03-24,5
15438,Access & Equity,Faculty Analyst,Self-Service,2024-10-28,2
15439,Executive Enrolment Dashboard,Student Services,Executive,2024-12-08,2
15440,Student Success & Risk,Student Services,Certified,2024-03-02,4
15441,Student Success & Risk,Student Services,Executive,2024-05-17,5
15442,Faculty Performance,Planning Office,Certified,2024-05-12,2
15443,Student Success & Risk,Student Services,Certified,2024-12-17,3
15444,Access & Equity,Student Services,Certified,2024-05-25,5
15445,Student Success & Risk,Dean,Self-Service,2024-11-12,5
15446,Executive Enrolment Dashboard,Dean,Certified,2024-11-14,4
15447,Student Success & Risk,Planning Office,Executive,2024-03-29,6
15448,Access & Equity,Planning Office,Executive,2024-09-11,4
15449,Executive Enrolment Dashboard,Student Services,Self-Service,2024-07-27,3
15450,Faculty Performance,Faculty Analyst,Certified,2024-09-17,5
15451,Faculty Performance,Faculty Analyst,Certified,2024-12-20,1
15452,Faculty Performance,Executive,Certified,2024-09-07,3
15453,Executive Enrolment Dashboard,Faculty Analyst,Self-Service,2024-01-21,3
15454,Faculty Performance,Faculty Analyst,Certified,2024-04-09,3
15455,Student Success & Risk,Dean,Self-Service,2024-10-01,3
15456,Executive Enrolment Dashboard,Executive,Certified,2024-05-30,3
15457,Executive Enrolment Dashboard,Executive,Self-Service,2024-11-20,1
15458,Executive Enrolment Dashboard,Dean,Certified,2024-06-09,3
15459,Institutional Benchmark,Faculty Analyst,Self-Service,2024-08-26,5
15460,Access & Equity,Faculty Analyst,Certified,2024-02-04,1
15461,Institutional Benchmark,Executive,Certified,2024-11-10,4
15462,Institutional Benchmark,Faculty Analyst,Executive,2024-02-11,4
15463,Institutional Benchmark,Executive,Certified,2024-05-06,3
15464,Access & Equity,Faculty Analyst,Executive,2024-08-05,8
15465,Institutional Benchmark,Student Services,Certified,2024-12-22,4
15466,Faculty Performance,Dean,Certified,2024-03-26,2
15467,Executive Enrolment Dashboard,Planning Office,Certified,2024-07-21,1
15468,Executive Enrolment Dashboard,Student Services,Executive,2024-02-18,2
15469,Student Success & Risk,Faculty Analyst,Executive,2024-10-23,4
15470,Faculty Performance,Planning Office,Certified,2024-11-28,4
15471,Access & Equity,Student Services,Certified,2024-07-24,2
15472,Executive Enrolment Dashboard,Dean,Self-Service,2024-04-14,2
15473,Institutional Benchmark,Planning Office,Executive,2024-02-18,4
15474,Student Success & Risk,Planning Office,Self-Service,2024-03-11,5
15475,Student Success & Risk,Dean,Executive,2024-03-24,5
15476,Executive Enrolment Dashboard,Student Services,Certified,2024-06-22,2
15477,Faculty Performance,Planning Office,Self-Service,2024-11-15,4
15478,Student Success & Risk,Dean,Self-Service,2024-09-08,5
15479,Executive Enrolment Dashboard,Student Services,Certified,2024-06-03,6
15480,Faculty Performance,Faculty Analyst,Self-Service,2024-10-16,2
15481,Executive Enrolment Dashboard,Executive,Executive,2024-08-01,5
15482,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-07-09,4
15483,Faculty Performance,Faculty Analyst,Certified,2024-12-23,7
15484,Faculty Performance,Executive,Certified,2024-04-10,2
15485,Faculty Performance,Faculty Analyst,Certified,2024-07-13,5
15486,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-06-03,2
15487,Student Success & Risk,Dean,Executive,2024-01-07,3
15488,Access & Equity,Dean,Certified,2024-05-02,5
15489,Access & Equity,Student Services,Self-Service,2024-10-05,1
15490,Executive Enrolment Dashboard,Planning Office,Certified,2024-05-06,1
15491,Executive Enrolment Dashboard,Student Services,Self-Service,2024-08-03,3
15492,Student Success & Risk,Dean,Certified,2024-08-29,5
15493,Faculty Performance,Dean,Certified,2024-06-12,4
15494,Executive Enrolment Dashboard,Executive,Certified,2024-11-09,1
15495,Institutional Benchmark,Executive,Self-Service,2024-01-11,1
15496,Faculty Performance,Dean,Self-Service,2024-09-19,1
15497,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-11-17,4
15498,Institutional Benchmark,Student Services,Certified,2024-12-31,2
15499,Student Success & Risk,Dean,Self-Service,2024-10-13,2
15500,Institutional Benchmark,Dean,Self-Service,2024-02-15,4
15501,Executive Enrolment Dashboard,Executive,Certified,2024-11-21,6
15502,Access & Equity,Student Services,Certified,2024-09-10,3
15503,Executive Enrolment Dashboard,Student Services,Certified,2024-08-16,7
15504,Access & Equity,Planning Office,Certified,2024-11-04,2
15505,Student Success & Risk,Dean,Certified,2024-12-14,3
15506,Student Success & Risk,Planning Office,Self-Service,2024-03-08,3
15507,Faculty Performance,Executive,Executive,2024-02-15,6
15508,Faculty Performance,Planning Office,Certified,2024-10-19,2
15509,Access & Equity,Faculty Analyst,Self-Service,2024-11-27,6
15510,Access & Equity,Dean,Self-Service,2024-06-03,2
15511,Student Success & Risk,Dean,Executive,2024-10-07,3
15512,Institutional Benchmark,Student Services,Self-Service,2024-01-12,4
15513,Access & Equity,Planning Office,Executive,2024-07-06,3
15514,Access & Equity,Student Services,Self-Service,2024-01-17,3
15515,Institutional Benchmark,Planning Office,Self-Service,2024-05-07,5
15516,Faculty Performance,Planning Office,Certified,2024-12-16,3
15517,Faculty Performance,Executive,Certified,2024-04-28,4
15518,Access & Equity,Planning Office,Executive,2024-01-09,4
15519,Faculty Performance,Student Services,Self-Service,2024-07-29,4
15520,Faculty Performance,Planning Office,Certified,2024-04-27,2
15521,Faculty Performance,Planning Office,Executive,2024-01-29,3
15522,Student Success & Risk,Dean,Certified,2024-04-26,2
15523,Executive Enrolment Dashboard,Dean,Certified,2024-05-20,8
15524,Access & Equity,Dean,Self-Service,2024-10-29,2
15525,Access & Equity,Faculty Analyst,Self-Service,2024-08-21,4
15526,Student Success & Risk,Dean,Certified,2024-05-10,6
15527,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-06-12,4
15528,Executive Enrolment Dashboard,Faculty Analyst,Executive,2024-07-03,3
15529,Student Success & Risk,Student Services,Executive,2024-09-15,1
15530,Institutional Benchmark,Dean,Certified,2024-06-13,4
15531,Institutional Benchmark,Planning Office,Certified,2024-01-20,5
15532,Executive Enrolment Dashboard,Executive,Certified,2024-11-25,5
15533,Institutional Benchmark,Planning Office,Executive,2024-10-04,3
15534,Institutional Benchmark,Dean,Executive,2024-05-28,3
15535,Institutional Benchmark,Planning Office,Certified,2024-08-12,7
15536,Executive Enrolment Dashboard,Dean,Self-Service,2024-12-01,4
15537,Institutional Benchmark,Dean,Self-Service,2024-04-09,5
15538,Access & Equity,Planning Office,Certified,2024-01-13,6
15539,Executive Enrolment Dashboard,Faculty Analyst,Certified,2024-09-07,3
15540,Student Success & Risk,Student Services,Certified,2024-01-08,2
15541,Institutional Benchmark,Student Services,Certified,2024-06-07,3
15542,Faculty Performance,Student Services,Self-Service,2024-09-17,4
15543,Executive Enrolment Dashboard,Student Services,Certified,2024-05-07,4
15544,Student Success & Risk,Executive,Certified,2024-06-20,6
15545,Access & Equity,Dean,Certified,2024-11-02,5
15546,Student Success & Risk,Executive,Self-Service,2024-12-21,6
15547,Institutional Benchmark,Student Services,Executive,2024-06-01,2
15548,Faculty Performance,Student Services,Executive,2024-01-13,2
15549,Institutional Benchmark,Planning Office,Self-Service,2024-02-01,5
15550,Student Success & Risk,Student Services,Self-Service,2024-05-13,3
15551,Executive Enrolment Dashboard,Dean,Certified,2024-02-18,3
15552,Faculty Performance,Student Services,Certified,2024-09-23,4
15553,Faculty Performance,Student Services,Certified,2024-03-11,4
15554,Student Success & Risk,Executive,Certified,2024-05-22,4
15555,Institutional Benchmark,Dean,Self-Service,2024-03-08,6
15556,Student Success & Risk,Faculty Analyst,Certified,2024-06-16,6
15557,Faculty Performance,Planning Office,Self-Service,2024-09-04,3
15558,Student Success & Risk,Faculty Analyst,Certified,2024-12-28,2
15559,Faculty Performance,Executive,Certified,2024-04-13,2
15560,Institutional Benchmark,Student Services,Executive,2024-08-01,6
15561,Executive Enrolment Dashboard,Planning Office,Certified,2024-06-06,2
15562,Executive Enrolment Dashboard,Dean,Certified,2024-10-01,3
15563,Student Success & Risk,Planning Office,Certified,2024-04-10,6
15564,Faculty Performance,Executive,Certified,2024-04-23,6
15565,Executive Enrolment Dashboard,Student Services,Self-Service,2024-11-13,1
15566,Faculty Performance,Executive,Self-Service,2024-06-14,5
15567,Institutional Benchmark,Dean,Certified,2024-01-30,8
15568,Student Success & Risk,Faculty Analyst,Executive,2024-02-01,5
15569,Faculty Performance,Student Services,Self-Service,2024-12-04,1
15570,Student Success & Risk,Student Services,Certified,2024-04-25,3
15571,Faculty Performance,Executive,Certified,2024-04-10,2
15572,Faculty Performance,Executive,Self-Service,2024-12-30,7
15573,Institutional Benchmark,Executive,Self-Service,2024-03-27,5
15574,Student Success & Risk,Student Services,Certified,2024-01-12,1
15575,Access & Equity,Executive,Certified,2024-09-21,7
15576,Faculty Performance,Planning Office,Certified,2024-09-29,2
15577,Faculty Performance,Planning Office,Certified,2024-12-26,1
15578,Executive Enrolment Dashboard,Planning Office,Certified,2024-02-29,4
15579,Student Success & Risk,Student Services,Executive,2024-09-16,5
15580,Access & Equity,Executive,Self-Service,2024-05-16,3
15581,Institutional Benchmark,Dean,Self-Service,2024-09-23,5
15582,Access & Equity,Executive,Certified,2024-08-22,5
15583,Institutional Benchmark,Student Services,Certified,2024-09-11,4
15584,Access & Equity,Planning Office,Certified,2024-11-12,4
15585,Access & Equity,Student Services,Self-Service,2024-12-14,5
15586,Student Success & Risk,Executive,Certified,2024-08-13,5
15587,Executive Enrolment Dashboard,Student Services,Certified,2024-04-07,3
15588,Access & Equity,Dean,Certified,2024-10-03,1
15589,Faculty Performance,Student Services,Executive,2024-01-25,4
15590,Faculty Performance,Faculty Analyst,Self-Service,2024-03-02,3
15591,Faculty Performance,Student Services,Certified,2024-03-24,6
15592,Executive Enrolment Dashboard,Executive,Self-Service,2024-01-24,3
15593,Access & Equity,Faculty Analyst,Self-Service,2024-07-15,3
15594,Institutional Benchmark,Planning Office,Certified,2024-03-06,4
15595,Institutional Benchmark,Executive,Certified,2024-09-06,2
15596,Student Success & Risk,Dean,Self-Service,2024-09-21,3
15597,Executive Enrolment Dashboard,Student Services,Certified,2024-08-22,3
15598,Access & Equity,Student Services,Self-Service,2024-05-15,4
15599,Faculty Performance,Executive,Certified,2024-05-05,1
15600,Executive Enrolment Dashboard,Student Services,Certified,2024-04-05,2
15601,Executive Enrolment Dashboard,Student Services,Certified,2024-11-09,2
15602,Access & Equity,Planning Office,Self-Service,2024-11-22,2
15603,Student Success & Risk,Student Services,Executive,2024-02-07,4
15604,Student Success & Risk,Student Services,Certified,2024-05-27,2
15605,Student Success & Risk,Planning Office,Certified,2024-02-16,6
15606,Faculty Performance,Student Services,Certified,2024-03-19,4
15607,Faculty Performance,Planning Office,Executive,2024-01-28,3
15608,Access & Equity,Dean,Self-Service,2024-10-04,5
15609,Student Success & Risk,Student Services,Certified,2024-08-19,5
15610,Access & Equity,Executive,Executive,2024-04-22,4
15611,Student Success & Risk,Faculty Analyst,Self-Service,2024-06-27,4
15612,Executive Enrolment Dashboard,Dean,Certified,2024-10-06,3
15613,Institutional Benchmark,Student Services,Self-Service,2024-08-13,6
15614,Institutional Benchmark,Executive,Certified,2024-03-13,6
15615,Student Success & Risk,Faculty Analyst,Self-Service,2024-03-01,9
15616,Access & Equity,Planning Office,Certified,2024-01-02,2
15617,Faculty Performance,Student Services,Executive,2024-12-30,3
15618,Student Success & Risk,Planning Office,Self-Service,2024-03-29,5
15619,Student Success & Risk,Dean,Self-Service,2024-01-04,3
15620,Faculty Performance,Faculty Analyst,Certified,2024-08-19,4
15621,Student Success & Risk,Faculty Analyst,Executive,2024-02-27,4
15622,Executive Enrolment Dashboard,Planning Office,Certified,2024-05-06,3
15623,Faculty Performance,Planning Office,Executive,2024-09-25,1
15624,Executive Enrolment Dashboard,Dean,Certified,2024-08-08,5
15625,Institutional Benchmark,Executive,Executive,2024-08-11,3
15626,Faculty Performance,Student Services,Self-Service,2024-06-03,5
15627,Faculty Performance,Executive,Executive,2024-01-30,3
15628,Access & Equity,Faculty Analyst,Certified,2024-04-19,4
15629,Access & Equity,Student Services,Certified,2024-12-24,2
15630,Faculty Performance,Dean,Certified,2024-09-08,7
15631,Institutional Benchmark,Executive,Certified,2024-11-13,3
15632,Student Success & Risk,Executive,Certified,2024-07-11,6
15633,Access & Equity,Student Services,Executive,2024-01-11,5
15634,Institutional Benchmark,Dean,Self-Service,2024-12-08,4
15635,Institutional Benchmark,Dean,Certified,2024-01-17,4
15636,Access & Equity,Executive,Executive,2024-06-03,2
15637,Student Success & Risk,Executive,Self-Service,2024-04-26,2
15638,Access & Equity,Planning Office,Executive,2024-08-16,5
15639,Institutional Benchmark,Student Services,Executive,2024-10-17,1
